Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
not functional,Nkasi,Matanga,"31.5439465,-8.06509138",river/lake,0,400,1981,dry,15042016121WP14,good,gravity,1994,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.54164711,-8.067224545",river/lake,0,0,1981,dry,15042016121WP15,good,gravity,1994,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.52918404,-8.066753343",river/lake,0,450,1981,dry,15042016121WP17,good,gravity,1994,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.5113785,-8.013170425",river/lake,0,450,1982,dry,15042016121WP18,milky,gravity,1993,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.50975235,-8.015447892",river/lake,0,500,1983,dry,15042016121WP19,good,gravity,1993,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.51241724,-8.018884851",river/lake,0,650,1983,dry,15042016121WP20,good,gravity,1993,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.51372153,-8.015841019",river/lake,0,1,1983,dry,15042016121WP21,good,gravity,1993,never pay,Norad,Norad,vwc,pipe broken
not functional,Nkasi,Matanga,"31.49916524,-8.053063905",river/lake,0,0,1987,dry,15042016121WP08,good,gravity,2008,never pay,Norad,Norad,vwc,pipe broken
not functional,Sumbawanga Rural,Matai,"31.52275258,-8.290665446",river/lake,0,300,1972,dry,15023080043WP19_117,good,gravity,1990,never pay,RUDEP,RUDEP/,vwc,tap broken
not functional,Kalambo,Matai,"31.46233363,-8.332680116",borehole,0,80,1991,enough,15023080043WP04_92,good,swn 80,2009,never pay,NORAD,NORAD/,vwc,pump broken
not functional,Kalambo,Matai,"31.45992438,-8.325889397",borehole,0,150,1991,enough,15023080043WP02_88,good,swn 80,2009,never pay,NORAD,NORAD/,vwc,pump broken
not functional,Sumbawanga Rural,Matai,"31.52222002,-8.292324973",river/lake,0,200,1972,dry,15023080043WP20_118,good,gravity,1990,never pay,RUDEP,RUDEP/,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.52057905,-8.294540852",river/lake,0,300,1972,dry,15023080043WP21_119,good,gravity,2009,never pay,RUDEP,RUDEP/,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.51817978,-8.295334112",river/lake,0,350,1972,dry,15023080043WP22_120,good,gravity,2009,never pay,RUDEP,RUDEP/,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.51981045,-8.29365687",shallow well,0,350,1991,insufficient,15023080043WP24_122,good,nira/tanira,2007,never pay,RUDEP,RUDE/D,vwc,pump broken
not functional,Sumbawanga Rural,Matai,"31.52073682,-8.291177652",shallow well,0,350,1991,enough,15023080043WP25_123,good,other,2000,never pay,RUDEP,RUDEP/,vwc,pump broken
not functional,Sumbawanga Rural,Matai,"31.52006802,-8.313469236",river/lake,200,200,1972,insufficient,15023080043WP26_124,good,gravity,1990,on failure,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.51953753,-8.314012708",river/lake,0,230,1972,insufficient,15023080043WP27_125,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.5186665,-8.313273147",river/lake,0,250,1972,insufficient,15023080043WP28_126,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.51945617,-8.307990924",river/lake,0,230,1972,insufficient,15023080043WP29_127,good,gravity,1990,never pay,Private Individual,Mr Chi,private operator,none
not functional,Sumbawanga Rural,Matai,"31.51951374,-8.307236645",river/lake,0,230,1972,insufficient,15023080043WP30_128,good,gravity,1990,never pay,Morovian church,Morovi,parastatal,none
not functional,Sumbawanga Rural,Matai,"31.51947866,-8.306717389",river/lake,0,200,1972,insufficient,15023080043WP31_129,good,gravity,1990,never pay,Private Individual,Mr Kwi,private operator,tap broken
not functional,Sumbawanga Rural,Matai,"31.5208849,-8.299631175",river/lake,0,200,1972,dry,15023080043WP35_133,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.52107067,-8.299043597",river/lake,0,200,1972,insufficient,15023080043WP36_134,good,gravity,1990,never pay,Private Individual,Mr Sau,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.52121333,-8.298704282",river/lake,0,200,1972,insufficient,15023080043WP38_136,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.53140255,-8.306051754",river/lake,0,300,1972,insufficient,15023080043WP41_139,good,gravity,1990,never pay,DWE,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Matai,"31.53129577,-8.305084944",river/lake,0,500,1972,insufficient,15023080043WP43_141,good,gravity,1990,never pay,DWE,DWE,vwc,none
not functional,Sumbawanga Rural,Matai,"31.52570326,-8.249910544",river/lake,200,500,1984,insufficient,15023080043WP16_114,good,gravity,2011,on failure,DWE,DWE,vwc,tap broken
not functional,Kalambo,Matai,"31.45893629,-8.330926946",borehole,0,150,1991,enough,15023080043WP03_90,good,swn 80,2009,never pay,NORAD,NORAD/,vwc,pump broken
not functional,Kalambo,Matai,"31.4617924,-8.330141462",shallow well,0,100,1991,enough,15023080043WP06_96,good,nira/tanira,2009,never pay,NORAD,NORAD/,vwc,pump broken
not functional,Kalambo,Matai,"31.46527161,-8.327317458",borehole,0,120,1991,enough,15023080043WP07_98,good,swn 80,2010,never pay,NORAD,NORAD/,vwc,pump broken
not functional,Sumbawanga Urban,Malangali,"31.6020065,-7.963345039",river/lake,10,2230,1995,dry,15042016013WP01,good,gravity,2007,per bucket,SUWASA,SUWASA,other,none
not functional,Sumbawanga Urban,Malangali,"31.59945794,-7.962164597",river/lake,10,1250,1995,dry,15042016013WP02,good,gravity,2007,per bucket,SUWASA,SUWASA,other,none
not functional,Sumbawanga Urban,Malangali,"31.60101601,-7.961309882",river/lake,10,600,1995,dry,15042016013WP03,good,gravity,2007,per bucket,SUWASA,SUWASA,other,none
not functional,Sumbawanga Urban,Malangali,"31.6006426,-7.967177049",borehole,0,860,1983,dry,15042016013WP04,good,other,2012,never pay,Norad,Norad,other,pump stolen
not functional,Sumbawanga Urban,Majengo,"31.71999713,-7.932255176",shallow well,0,4530,2009,dry,15042016063WP01,good,india mark ii,2009,never pay,Sumbawanga Munici,Sumbaw,vwc,pump broken
not functional,Sumbawanga Urban,Majengo,"31.62829033,-7.944273909",borehole,0,2530,1984,dry,15042016063WP02,good,india mark ii,2012,never pay,Norad,Norad,other,pump broken
not functional,Sumbawanga Urban,Majengo,"31.63268744,-7.946827504",river/lake,10,0,2005,dry,15042016063WP03,good,gravity,2009,per bucket,SUWASA,SUWASA,other,pipe broken
not functional,Sumbawanga Urban,Majengo,"31.62359119,-7.947755118",river/lake,100,1,1984,dry,15042016063WP04,good,gravity,2012,per bucket,Norad,Norad,other,pipe broken
not functional,Sumbawanga Urban,Mabwekenya,"31.73996256,-8.815275727",shallow well,0,150,1994,enough,1502308091WP08_640,good,nira/tanira,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mabwekenya,"31.73893068,-8.809753814",shallow well,0,50,1996,enough,1502308091WP07_639,good,other,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mabwekenya,"31.76687871,-8.82032744",shallow well,0,300,1996,enough,1502308091WP05_637,good,other,2007,never pay,RUDEP,DWE,vwc,pump stolen
not functional,Sumbawanga Urban,Mabwekenya,"31.74344676,-8.811233583",shallow well,0,300,1996,enough,1502308091WP06_638,good,nira/tanira,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mabwekenya,"31.77093737,-8.827209922",shallow well,0,700,1996,enough,1502308091WP04_636,good,other,2010,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Mabwekenya,"31.76531128,-8.821164611",borehole,0,500,2009,insufficient,1502308091WP03_635,salty,india mark ii,2011,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Lusaka,"32.06455344,-8.522427326",river/lake,0,250,1985,enough,15023080141WP20_322,good,gravity,1996,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Lusaka,"32.05665898,-8.519798153",river/lake,0,300,1985,enough,15023080141WP22_324,good,gravity,1996,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Lusaka,"32.06310549,-8.524354889",river/lake,0,300,1985,enough,15023080141WP21_323,good,gravity,1996,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Lusaka,"32.0715078,-8.524307158",river/lake,0,150,1985,enough,15023080141WP18_320,good,gravity,1996,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Lusaka,"32.08682735,-8.478434921",borehole,0,400,2003,enough,15023080141WP14_316,good,swn 80,2005,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Lusaka,"32.08379067,-8.483392951",borehole,0,400,2003,enough,15023080141WP17_319,good,swn 80,2010,never pay,TASAF,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Lusaka,"32.06781401,-8.52337407",river/lake,0,350,1985,enough,15023080141WP19_321,good,gravity,1996,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.05915826,-8.869323563",borehole,0,200,1984,enough,15023080111WP05_195,good,india mark ii,2010,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04856874,-8.861600134",borehole,0,250,1984,enough,15023080111WP08_198,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04720198,-8.863043243",borehole,0,60,1984,enough,15023080111WP09_199,good,other,2001,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04670154,-8.857932012",borehole,0,250,1984,dry,15023080111WP11_201,good,other,1998,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04180512,-8.854863353",borehole,0,230,1984,dry,15023080111WP13_203,good,other,1990,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04071672,-8.849242824",borehole,0,300,1984,enough,15023080111WP16_205,good,other,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.0371389,-8.849418532",borehole,0,200,1984,enough,15023080111WP17_206,good,other,2005,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.99391941,-8.808231122",borehole,0,200,1985,enough,15023080111WP18_207,salty,india mark ii,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.99635623,-8.810297832",borehole,0,150,1985,enough,15023080111WP19_208,good,india mark ii,1985,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.98521626,-8.796666599",borehole,0,400,1985,enough,15023080111WP21_210,good,india mark ii,2008,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.98133549,-8.798061808",borehole,0,200,1985,enough,15023080111WP22_211,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.98449207,-8.802863917",borehole,0,150,1985,enough,15023080111WP23_212,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"31.9968789,-8.803862588",borehole,0,50,1985,enough,15023080111WP24_213,good,india mark ii,2009,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.04600539,-8.862487791",borehole,0,300,1984,enough,15023080111WP10_200,good,india mark ii,2011,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Legeza Mwendo,"32.10323034,-8.912493707",borehole,0,250,1984,enough,15023080111WP01_191,good,other,2007,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"32.04560192,-8.569471338",river/lake,0,50,1993,enough,15023080133WP35_298,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.04313202,-8.563334006",river/lake,0,120,1973,insufficient,15023080133WP23_286,good,gravity,2010,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.04507284,-8.573696013",river/lake,0,150,1993,enough,15023080133WP39_302,good,gravity,2005,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.04276828,-8.571567586",river/lake,0,400,1993,enough,15023080133WP38_301,good,gravity,2006,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.03970552,-8.573365668",river/lake,0,300,1993,enough,15023080133WP37_300,good,gravity,2005,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.03752392,-8.575287061",river/lake,0,150,1993,enough,15023080133WP36_299,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.04299764,-8.568948823",river/lake,0,150,1993,enough,15023080133WP34_297,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"31.94443596,-8.645305137",borehole,0,100,1985,insufficient,15023080133WP16_279,good,india mark ii,2006,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.94088252,-8.642861539",borehole,0,120,1985,enough,15023080133WP07_270,salty,india mark ii,2010,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.94255806,-8.638300231",borehole,0,200,1985,enough,15023080133WP09_272,good,india mark ii,2008,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.93834126,-8.628024115",borehole,0,200,1985,enough,15023080133WP11_274,good,india mark ii,2009,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.94387303,-8.633739076",borehole,0,200,1985,enough,15023080133WP13_276,good,india mark ii,2006,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.9416086,-8.633921038",borehole,0,200,1985,insufficient,15023080133WP14_277,salty,india mark ii,2008,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"31.94485494,-8.641669579",borehole,0,195,1985,insufficient,15023080133WP15_278,good,india mark ii,2003,never pay,DWE/NORAD,DWE,vwc,pump broken
not functional,Sumbawanga Rural,Laela,"32.05246427,-8.576641995",river/lake,0,250,1978,dry,15023080133WP17_280,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Laela,"32.04888197,-8.57425455",river/lake,0,250,1973,dry,15023080133WP18_281,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,pipe broken
not functional,Sumbawanga Rural,Laela,"32.0456579,-8.572166349",river/lake,0,500,1973,dry,15023080133WP19_282,good,gravity,unknown,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Sumbawanga Rural,Laela,"32.04683486,-8.571661144",river/lake,0,200,1973,dry,15023080133WP20_283,good,gravity,2001,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Nyasa,Korongwe,"30.52376957,-7.127264886",shallow well,200,1,2007,enough,15033081134WP09_529,good,swn 80,2010,on failure,Co,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.53551642,-7.167307923",shallow well,0,1,1994,unknown,15033081134WP01_515,unknown,nira/tanira,2007,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.58559293,-7.286690102",shallow well,0,1,1994,insufficient,15033081134WP012_516,good,other,1997,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.55770533,-7.253795985",shallow well,0,1,1996,insufficient,15033081134WP013_517,good,nira/tanira,2009,never pay,RU,DWE,vwc,pipe broken
not functional,Mbinga,Korongwe,"30.52336921,-7.127519458",shallow well,200,1,2006,enough,15033081134WP11_531,good,nira/tanira,2008,on failure,Co,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.56123802,-7.259525442",shallow well,0,1,1996,enough,15033081134WP014_518,good,nira/tanira,2007,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.55542947,-7.244394561",shallow well,0,1,1996,dry,15033081134WP015_519,unknown,other,unknown,never pay,RU,DWE,vwc,under construction
not functional,Mbinga,Korongwe,"30.54887373,-7.227796716",shallow well,0,1,1996,enough,15033081134WP016_520,good,nira/tanira,2007,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.5508154,-7.226249856",shallow well,0,1,1994,insufficient,15033081134WP017_521,good,nira/tanira,2006,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.53367044,-7.166631941",shallow well,0,1,1994,unknown,15033081134WP02_522,unknown,nira/tanira,2007,never pay,RU,DE &,vwc,pump broken
not functional,Mbinga,Korongwe,"30.5155143,-7.120968156",shallow well,0,1,1994,seasonal,15033081134WP07_527,good,other,2008,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.53578326,-7.165128865",shallow well,0,1,1994,unknown,15033081134WP03_523,unknown,other,2000,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.53691342,-7.163228521",shallow well,0,1,1994,unknown,15033081134WP04_524,unknown,other,unknown,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.51720821,-7.118525001",shallow well,0,1,1995,insufficient,15033081134WP06_526,good,other,2008,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Korongwe,"30.52371063,-7.127763506",shallow well,200,1,2006,enough,15033081134WP10_530,good,other,2009,on failure,Co,DWE,vwc,pump broken
not functional,Nkasi,Kizwite,"31.62678327,-7.980336498",river/lake,10,5560,1982,dry,15042016153WP09,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.62767582,-7.984073901",river/lake,10,1,1982,dry,15042016153WP08,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.62895057,-7.983661734",river/lake,10,0,1982,dry,15042016153WP07,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.63046052,-7.983973813",river/lake,10,2200,1982,dry,15042016153WP04,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.62862475,-7.982392849",river/lake,10,5030,1982,dry,15042016153WP03,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.62881656,-7.979477412",river/lake,10,0,1982,dry,15042016153WP02,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Nkasi,Kizwite,"31.62881318,-7.978271121",river/lake,10,4600,1982,dry,15042016153WP01,good,gravity,2008,per bucket,Norad,Norad,other,pipe broken
not functional,Kalambo,Kisumba,"31.2128557,-8.488215329",river/lake,0,450,1972,enough,15023080011WP09_6,good,gravity,2006,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Kisumba,"31.20730108,-8.480431514",river/lake,0,250,1972,enough,15023080011WP06_4,good,gravity,2006,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Kisumba,"31.20986263,-8.376507209",spring,0,2000,2003,enough,15023080014WP01_25,good,other,2004,never pay,TASAF,DWE,vwc,pipe broken
not functional,Kalambo,Kisumba,"31.21447319,-8.433142441",river/lake,0,150,1986,insufficient,15023080011WP21_18,good,gravity,2006,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Kalambo,Kisumba,"31.21561931,-8.42437436",river/lake,0,145,1986,enough,15023080011WP15_12,good,gravity,2006,never pay,DWE/NORAD,DWE,vwc,tap broken
not functional,Kalambo,Kisumba,"31.20848951,-8.482462007",river/lake,0,230,1972,enough,15023080011WP04_3,good,gravity,2006,never pay,DWE,DWE,vwc,tank out of use
not functional,Kalambo,Kisumba,"31.20858735,-8.480397061",river/lake,0,200,1972,enough,15023080011WP03_2,good,gravity,2006,never pay,DWE,DWE,vwc,pipe broken
not functional,Kalambo,Kisumba,"31.21262718,-8.488496083",river/lake,0,450,1972,enough,15023080011WP10_7,good,gravity,2006,never pay,DWE,DWE,vwc,pipe broken
not functional,Songea Urban,Kirando,"30.6253918,-7.361375056",river/lake,0,1,1974,enough,15033081123WP05_453,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62398071,-7.36813507",river/lake,0,1,1974,enough,15033081123WP17_465,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.624647,-7.370177619",river/lake,0,1,1974,enough,15033081123WP16_464,good,submersible,1995,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62915964,-7.369864518",shallow well,0,1,1988,enough,15033081123WP15_463,good,other,1995,never pay,Go,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.62541634,-7.368518683",river/lake,0,1,1974,enough,15033081123WP13_461,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62538521,-7.368288198",shallow well,0,1,1988,enough,15033081123WP12_460,good,other,2000,never pay,NO,DWE,unknown,pump broken
not functional,Songea Urban,Kirando,"30.6287583,-7.366995785",borehole,0,1,1992,enough,15033081123WP10_458,good,other,2005,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.62359226,-7.362239674",river/lake,0,1,1974,enough,15033081123WP08_456,good,submersible,1997,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62428694,-7.361832511",borehole,0,1,1992,enough,15033081123WP07_455,good,other,2002,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.61805085,-7.368133082",shallow well,0,1,1988,enough,15033081123WP018_438,good,other,2000,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.61823796,-7.367986636",river/lake,0,1,1974,enough,15033081123WP019_439,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.60203473,-7.320801551",shallow well,0,1,1994,enough,15033081123WP02_440,good,nira/tanira,2008,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.61900238,-7.368789107",river/lake,0,1,1974,enough,15033081123WP021_442,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.6184374,-7.366689371",river/lake,0,1,1974,enough,15033081123WP022_443,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.61916597,-7.363529679",river/lake,0,1,1974,enough,15033081123WP023_444,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62028881,-7.366939715",river/lake,0,1,1974,enough,15033081123WP024_445,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62300555,-7.369191608",river/lake,0,1,1990,enough,15033081123WP025_446,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.6235231,-7.371285265",river/lake,0,1,1974,enough,15033081123WP026_447,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62211896,-7.37160206",shallow well,0,1,1988,enough,15033081123WP027_448,good,other,2000,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.63867794,-7.397100923",shallow well,0,1,1988,enough,15033081123WP028_449,good,other,2000,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.64134605,-7.401422314",shallow well,0,1,1988,enough,15033081123WP029_450,good,other,2000,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.62406439,-7.360649638",river/lake,0,1,1974,enough,15033081123WP03_451,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Urban,Kirando,"30.62483337,-7.360654746",borehole,0,1,1992,enough,15033081123WP04_452,good,other,2005,never pay,NO,DWE,vwc,pump broken
not functional,Songea Urban,Kirando,"30.6251289,-7.361919461",river/lake,0,1,1974,enough,15033081123WP06_454,good,submersible,1990,never pay,Go,DWE,vwc,other
not functional,Songea Rural,Kipili,"30.65628533,-7.427803364",shallow well,0,1,1995,enough,15033081124WP15_482,good,nira/tanira,2006,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.58851879,-7.484454195",shallow well,0,1,1995,dry,15033081124WP07_474,good,other,2008,never pay,RU,DWE,vwc,pump broken
not functional,Songea Rural,Kipili,"30.5981159,-7.487628218",shallow well,0,1,1995,enough,15033081124WP03_470,good,nira/tanira,2011,never pay,RU,Cons,vwc,pump broken
not functional,Songea Urban,Kipili,"30.65530321,-7.426904209",shallow well,0,1,1989,enough,15033081124WP017_468,good,other,2000,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.65715688,-7.425126696",shallow well,0,1,1995,enough,15033081124WP016_467,good,nira/tanira,2008,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.60131241,-7.441965568",shallow well,0,1,1995,enough,15033081124WP11_478,good,nira/tanira,2007,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.60379578,-7.441198285",shallow well,0,1,1995,enough,15033081124WP09_476,good,other,2007,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.60178832,-7.442092233",shallow well,0,1,1995,enough,15033081124WP10_477,good,other,2006,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kipili,"30.60052271,-7.441930776",shallow well,0,1,1996,enough,15033081124WP12_479,good,nira/tanira,2006,unknown,RU,DWE,vwc,pump broken
not functional,Songea Rural,Kipili,"30.60074119,-7.439423021",borehole,0,1,1995,enough,15033081124WP14_481,good,india mark ii,2008,never pay,RU,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.26890445,-8.370099947",borehole,0,530,1998,enough,15023080231WP10_518,good,india mark ii,2005,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.26690078,-8.374409532",borehole,0,250,1998,enough,15023080231WP11_519,good,other,2008,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.27651478,-8.352385882",borehole,0,500,1998,enough,15023080231WP01_509,good,india mark ii,2004,on failure,RUDEP/DWE,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.27999333,-8.349696052",borehole,0,500,1998,enough,15023080231WP02_510,salty,india mark ii,2006,on failure,RUDEP /DWE,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.3599021,-8.2985983",borehole,0,350,2003,enough,15023080231WP03_511,salty,swn 80,2007,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.36101232,-8.300033568",borehole,0,230,2003,enough,15023080231WP04_512,salty,swn 80,2007,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.36197953,-8.294839907",borehole,0,350,2003,enough,15023080231WP05_513,salty,swn 80,2007,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.35785444,-8.302102133",borehole,0,350,2003,enough,15023080231WP06_514,salty,swn 80,2007,never pay,TASAF,DWE,vwc,pump broken
