Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem,
not functional,Arusha,Arusha,Olorieni,"36.63293753,-3.324857154",spring,0,150,2002,insufficient,0202309922WP12,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.63866676,-3.3144846",spring,0,150,2002,insufficient,0202309922WP19,good,gravity,2011,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olorieni,"36.67468661,-3.339008917",spring,0,150,2000,insufficient,0202309908WP53,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.67667783,-3.335045142",spring,0,150,2000,insufficient,0202309908WP51,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.67895266,-3.332751832",spring,0,150,2000,insufficient,0202309908WP50,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.67552371,-3.330291374",spring,0,150,2000,insufficient,0202309908WP49,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.67298775,-3.324429736",spring,0,150,2000,insufficient,0202309908WP45,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olorieni,"36.66900584,-3.331608993",spring,0,150,2000,insufficient,0202309908WP41,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Ngorongoro,Ololosokwan,"35.33912643,-1.876894897",spring,0,200,2009,insufficient,0205300717WP06,good,gravity,2012,never pay,OXFARM,Wasso contractors,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Ololosokwan,"35.36526067,-1.854978728",borehole,0,150,2012,insufficient,0205300717WP05,good,mono,2013,never pay,Otelo bussiness company,George mtoto company,vwc,pipe broken,
not functional,Arusha,Arusha Urban,Oloirieni,"36.71094552,-3.387660128",borehole,0,1,2010,enough,02032001062WP01,good,other,unknown,never pay,,,water board,under construction,
not functional,Arusha,Ngorongoro,Oloirien,"35.55054331,-2.058437918",borehole,0,160,2011,insufficient,0205300715WP08,good,submersible,2012,never pay,Loliondo secondary,Wasso companies,parastatal,tank out of use,
not functional,Arusha,Ngorongoro,Oloirien,"35.55177955,-2.059019007",borehole,0,150,2011,insufficient,0205300715WP06,good,submersible,2012,never pay,Loliondo secondary,Wasso companies,parastatal,tank out of use,
not functional,Arusha,Ngorongoro,Oloirien,"35.57339532,-2.133762293",spring,0,200,unknown,insufficient,0205300715WP04,good,gravity,2013,never pay,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Oloirien,"35.57437405,-2.132864543",spring,0,350,unknown,insufficient,0205300715WP03,good,gravity,2013,never pay,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Oloipiri,"35.51174236,-1.955597468",rainwater harvesting,0,219,2007,seasonal,0205300716WPO5,good,gravity,2012,never pay,PWC,Wasso,parastatal,pipe broken,
not functional,Arusha,Arusha,Olmotonyi,"36.65778439,-3.307242138",spring,0,300,1980,insufficient,0202309913WP14,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.66020597,-3.303259793",spring,0,300,1980,insufficient,0202309913WP06,good,gravity,2000,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.65653131,-3.303177274",spring,0,300,1980,insufficient,0202309913WP21,good,gravity,2001,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.64882977,-3.306656795",spring,0,150,1990,insufficient,0202309921WP07,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.64542638,-3.306263759",spring,0,200,1991,insufficient,0202309921WP09,good,gravity,2011,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.64545542,-3.308943624",borehole,0,1,2012,unknown,0202309921WP10,unknown,other,unknown,unknown,Private Individual,Edward,unknown,under construction,
not functional,Arusha,Arusha,Olmotonyi,"36.64566826,-3.309016755",spring,0,200,1991,insufficient,0202309921WP11,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.66679092,-3.29939519",spring,0,200,1991,insufficient,0202309921WP22,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olmotonyi,"36.66468111,-3.301467869",spring,0,200,1991,insufficient,0202309921WP23,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.6248627,-3.254774842",spring,0,150,1980,insufficient,0202309915WP123,good,gravity,2010,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.62159157,-3.249358868",spring,0,150,1990,insufficient,0202309915WP126,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.61966652,-3.255500801",spring,0,150,1980,insufficient,0202309915WP127,good,gravity,2009,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.61830376,-3.258009944",spring,0,150,1990,insufficient,0202309915WP128,good,gravity,2010,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.61761258,-3.25889187",spring,0,150,1990,insufficient,0202309915WP129,good,gravity,2010,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64206716,-3.257251629",spring,0,150,1990,insufficient,0202309915WP137,good,gravity,2010,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.63919485,-3.258623422",spring,0,150,1990,insufficient,0202309915WP139,good,gravity,2011,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64265257,-3.261458867",spring,0,150,1990,insufficient,0202309915WP141,good,gravity,2012,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64732019,-3.264225821",spring,0,150,1990,insufficient,0202309915WP145,good,gravity,2012,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64460624,-3.266510776",spring,0,150,1990,insufficient,0202309915WP148,good,gravity,2012,never pay,World Vision,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.65817728,-3.222011041",spring,500,150,1990,insufficient,0202309915WP65,good,gravity,2010,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.65707132,-3.221435728",spring,500,150,1990,insufficient,0202309915WP66,good,gravity,2010,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.65680708,-3.219384091",spring,500,150,1980,insufficient,0202309915WP67,good,gravity,2010,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.6541113,-3.22160583",spring,500,150,1980,insufficient,0202309915WP68,good,gravity,2011,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.6410923,-3.265905197",spring,0,150,1990,insufficient,0202309915WP154,good,gravity,2012,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.63841933,-3.268204769",spring,0,150,1990,insufficient,0202309915WP155,good,gravity,2012,never pay,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.63238031,-3.264335471",spring,0,150,1990,insufficient,0202309915WP157,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.63377969,-3.270804076",spring,0,150,1990,insufficient,0202309915WP158,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.62654089,-3.268578621",spring,0,150,1990,insufficient,0202309915WP159,good,gravity,unknown,never pay,World Vision,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.64149276,-3.251293192",spring,0,150,2004,insufficient,0202309915WP23,good,gravity,2012,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64474866,-3.254773561",spring,500,150,1990,insufficient,0202309915WP24,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.64666038,-3.253828772",spring,500,150,1990,insufficient,0202309915WP25,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.64901754,-3.239895565",spring,500,150,1982,insufficient,0202309915WP06,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.61756203,-3.241912494",spring,0,150,1970,insufficient,0202309915WP100,good,gravity,2009,unknown,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.61320182,-3.235488076",spring,0,150,1980,enough,0202309915WP103,good,gravity,unknown,unknown,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.64901635,-3.251915561",spring,500,150,1990,insufficient,0202309915WP28,good,gravity,2011,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.59877092,-3.23237682",spring,0,150,1990,enough,0202309915WP107,good,gravity,2012,unknown,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.63195892,-3.255124145",spring,0,150,2008,insufficient,0202309915WP118,good,gravity,2010,unknown,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.64977231,-3.250962252",spring,500,150,1990,insufficient,0202309915WP29,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.6522043,-3.248489444",spring,500,150,1990,insufficient,0202309915WP31,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.63824739,-3.232769652",spring,500,150,2000,insufficient,0202309915WP45,good,gravity,2011,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.63264523,-3.235724796",spring,500,150,1990,insufficient,0202309915WP46,good,gravity,2010,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.62808634,-3.237165752",spring,500,150,1990,insufficient,0202309915WP47,good,gravity,unknown,on failure,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.63806559,-3.230017665",spring,500,150,1990,insufficient,0202309915WP48,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.6483883,-3.246388054",spring,500,150,1990,insufficient,0202309915WP32,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Olkokola,"36.64028737,-3.246535658",spring,500,150,1990,insufficient,0202309915WP37,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Olkokola,"36.6330214,-3.249392109",spring,0,150,2008,insufficient,0202309915WP119,good,gravity,2011,unknown,World Vision,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.62578271,-3.21051775",spring,500,150,2004,insufficient,0202309915WP94,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.62682027,-3.211122157",spring,500,150,2004,insufficient,0202309915WP96,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Olkokola,"36.62573164,-3.217610466",spring,500,150,2004,insufficient,0202309915WP97,good,gravity,2012,on failure,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Oljoro,"36.69355177,-3.579483584",spring,20,100,2000,enough,0202309907WP35,good,gravity,2010,per bucket,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oljoro,"36.69111484,-3.594622198",spring,20,100,1970,enough,0202309907WP41,good,gravity,2000,per bucket,Government of Tanzania,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Oljoro,"36.65427606,-3.563578521",spring,10,150,1990,enough,0202309907WP09,good,gravity,2010,per bucket,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oljoro,"36.66190504,-3.597274638",spring,0,150,2000,enough,0202309907WP27,good,gravity,2012,unknown,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.6238217,-2.051933909",borehole,0,420,2005,enough,0205300701WP12,salty,india mark ii,2008,never pay,OBC,OBC,vwc,pump broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62712485,-2.049161997",borehole,0,300,2005,enough,0205300701WP11,good,india mark ii,2008,never pay,OBC,OBC,vwc,pump broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.5773347,-2.118532162",spring,0,240,2011,insufficient,0205300715WP01,good,gravity,2012,never pay,OXFARM,OXFARM,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62817313,-2.051156138",spring,30,1,1996,insufficient,0205300701WP09,good,gravity,2010,per bucket,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62657501,-2.054068213",spring,30,1,1996,insufficient,0205300701WP06,good,gravity,2010,per bucket,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62443563,-2.054704362",spring,30,150,1996,insufficient,0205300701WP05,good,gravity,2010,per bucket,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62207634,-2.055223821",spring,30,130,1996,insufficient,0205300701WP04,good,gravity,2010,per bucket,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.61963772,-2.05577817",spring,30,1,1996,insufficient,0205300701WP03,good,gravity,2010,per bucket,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62712485,-2.049161997",borehole,0,300,2005,enough,0205300701WP10,good,india mark ii,2008,never pay,OBC,OBC,vwc,pump broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.66272783,-2.056467474",spring,0,156,2009,insufficient,0205300718WP03,good,submersible,2009,never pay,District Council,District water depar,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olgosorok,"35.62211532,-2.050943891",borehole,0,500,2005,enough,0205300701WP13,good,india mark ii,2010,never pay,OBC,OBC,vwc,pipe broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.69191801,-3.144029721",spring,0,150,1997,insufficient,0202309914WP32,fluoride,gravity,2012,never pay,MS,DWE,vwc,pipe broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.69189559,-3.14376082",spring,0,150,1970,insufficient,0202309914WP33,fluoride,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Oldonyosambu,"36.72754508,-3.122220254",spring,0,150,1970,insufficient,0202309914WP41,fluoride,gravity,2000,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.72928691,-3.087562321",spring,0,150,1960,insufficient,0202309914WP48,fluoride,gravity,2000,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.64585554,-3.128552494",spring,0,150,2000,insufficient,0202309914WP93,good,gravity,unknown,never pay,Government of Tanzania,DWE,vwc,none,
not functional,Arusha,Arusha,Oldonyosambu,"36.66757704,-3.183125213",spring,0,150,2000,insufficient,0202309914WP69,fluoride,gravity,2010,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.67236377,-3.178631967",spring,0,150,2010,insufficient,0202309914WP72,good,gravity,2010,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.67063067,-3.17731592",spring,0,150,2010,insufficient,0202309914WP73,good,gravity,2010,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.67800916,-3.151145443",spring,0,150,2000,insufficient,0202309914WP80,good,gravity,2010,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Arusha,Oldonyosambu,"36.64927595,-3.153075228",spring,0,150,2000,insufficient,0202309914WP88,fluoride,gravity,2010,never pay,Government of Tanzania,DWE,vwc,tap broken,
not functional,Arusha,Ngorongoro,Oldonyo Sambu,"35.8837061,-2.134145453",spring,0,430,2007,insufficient,0205300703WP04,good,gravity,2013,never pay,NCAA,NCAA,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olbaibal,"35.511879,-2.963534078",spring,0,320,2006,insufficient,0205300709WP13,good,gravity,2010,never pay,NCAA,NCAA,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olbaibal,"35.51016386,-2.967894589",spring,0,150,2006,insufficient,0205300709WP12,good,gravity,2010,never pay,NCAA,NCAA,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olbaibal,"35.50428428,-2.983291303",rainwater harvesting,0,250,2006,seasonal,0205300709WP10,good,gravity,2010,never pay,NCAA,NCAA,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olbaibal,"35.4791115,-3.041979059",spring,0,200,2006,insufficient,0205300709WP04,good,gravity,2006,never pay,NCAA,NCAA,vwc,pipe broken,
not functional,Arusha,Ngorongoro,Olbaibal,"35.50534575,-3.038458098",spring,0,320,1965,insufficient,0205300709WP02,good,gravity,2004,never pay,NCAA,NCAA,water board,pipe broken,
not functional,Arusha,Meru,Nkoarisambu,"36.7865489,-3.343264836",spring,0,120,1989,insufficient,02073098131WP03,good,gravity,2000,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.77908131,-3.345808518",spring,0,130,1989,insufficient,02073098131WP01,good,gravity,2013,unknown,ILCT,ILCT,vwc,pipe broken,
not functional,Arusha,Meru,Nkoarisambu,"36.78397108,-3.343230907",spring,0,120,1989,enough,02073098131WP04,good,gravity,2001,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78438236,-3.34790241",spring,0,98,1989,insufficient,02073098131WP12,good,gravity,2006,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.7898328,-3.355515618",spring,0,140,1989,insufficient,02073098131WP16,good,gravity,2008,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.7857517,-3.356200325",spring,0,98,1989,insufficient,02073098131WP20,good,gravity,2012,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78461286,-3.356234138",spring,0,98,1989,insufficient,02073098131WP21,good,gravity,2010,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78557068,-3.351680889",spring,0,142,1989,insufficient,02073098131WP22,good,gravity,2010,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78689867,-3.350125189",spring,0,129,1989,insufficient,02073098131WP23,good,gravity,2010,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78659069,-3.356098351",spring,0,130,1989,insufficient,02073098131WP15,good,gravity,2009,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoarisambu,"36.78850597,-3.356707112",spring,0,98,1989,insufficient,02073098131WP17,good,gravity,2010,unknown,ILCT,ILCT,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.84153937,-3.346661425",spring,0,98,1999,insufficient,02073098163WP79,good,gravity,2005,unknown,ADRA,Adra/ Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.84565723,-3.338658091",spring,0,94,1998,insufficient,02073098163WP117,good,gravity,2011,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83912191,-3.345692633",spring,0,89,2000,seasonal,02073098163WP78,good,gravity,2005,unknown,ADRA,Adra /Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83446767,-3.327864843",spring,0,96,1999,insufficient,02073098163WP132,good,gravity,2012,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.84303487,-3.349991688",spring,0,96,2001,seasonal,02073098163WP80,good,gravity,2006,unknown,ADRA,Adra/ Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83322421,-3.342155372",spring,0,86,2004,insufficient,02073098163WP81,good,gravity,2006,unknown,ADRA,Adra /Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83429757,-3.343978049",spring,0,86,2000,insufficient,02073098163WP82,good,gravity,2002,unknown,Community,Community,vwc,tap poorly sited,
not functional,Arusha,Meru,Nkoaranga,"36.83241431,-3.347215783",spring,0,98,2000,insufficient,02073098163WP83,good,gravity,2003,unknown,ADRA,Adra/ Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.85570028,-3.349255284",spring,0,98,2004,insufficient,02073098163WP84,good,gravity,2010,unknown,Killflora,Killflora /Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.85627404,-3.347664846",spring,0,140,2004,enough,02073098163WP86,good,gravity,2011,unknown,Killflora,Killflora/ Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.85530686,-3.347999071",spring,0,120,2004,enough,02073098163WP87,good,gravity,2010,unknown,Killflora,Killflora /Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.85565601,-3.348058157",spring,0,350,2008,enough,02073098163WP88,good,gravity,2013,unknown,Killflora,FPCT,wua,none,
not functional,Arusha,Meru,Nkoaranga,"36.85144649,-3.343054298",spring,0,250,2001,enough,02073098163WP90,good,gravity,2007,unknown,ADRA,Adra /Community,wua,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.87182747,-3.331194129",spring,0,57,1994,insufficient,02073098163WP92,good,gravity,2004,unknown,World vision /Adra,Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.86735095,-3.334304011",spring,0,68,2001,insufficient,02073098163WP96,good,gravity,2006,unknown,World vision/ Adra,Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.84253109,-3.33790612",spring,0,76,1998,insufficient,02073098163WP116,good,gravity,2012,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83489882,-3.325484513",spring,0,68,2002,insufficient,02073098163WP131,good,gravity,2012,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83814845,-3.328988955",spring,0,83,2000,insufficient,02073098163WP129,good,gravity,2011,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.8399564,-3.326929884",spring,0,85,2000,insufficient,02073098163WP128,good,gravity,2011,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.83982481,-3.325537758",spring,0,78,1998,insufficient,02073098163WP127,good,gravity,2004,unknown,World vision /Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.83803057,-3.324220372",spring,0,87,2000,insufficient,02073098163WP125,good,gravity,2008,unknown,World vision/Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.83863976,-3.329824886",spring,0,84,1998,insufficient,02073098163WP124,good,gravity,2005,unknown,World vision/ Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.8399997,-3.331168114",spring,0,145,1999,insufficient,02073098163WP123,good,gravity,2003,unknown,ADRA,Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.84089243,-3.331672362",spring,0,68,2000,insufficient,02073098163WP122,good,gravity,2007,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.84329289,-3.33454912",spring,0,96,1999,insufficient,02073098163WP121,good,gravity,2012,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.84438346,-3.336681938",spring,0,120,1995,insufficient,02073098163WP120,good,gravity,2001,unknown,ADRA,Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.84443198,-3.336760478",spring,0,76,2000,insufficient,02073098163WP119,good,gravity,2012,unknown,World vision /Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.84358996,-3.331044532",spring,0,70,2001,insufficient,02073098163WP134,good,gravity,2011,unknown,World vision/ Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.84666482,-3.336328449",spring,0,89,2000,insufficient,02073098163WP118,good,gravity,2011,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.86382865,-3.3303189",spring,0,96,2002,insufficient,02073098163WP99,good,gravity,2009,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.8421094,-3.339337607",spring,0,68,1979,insufficient,02073098163WP115,good,gravity,1998,unknown,ADRA,Community,vwc,pipe broken,
not functional,Arusha,Meru,Nkoaranga,"36.84215424,-3.339353685",spring,0,98,1999,insufficient,02073098163WP114,good,gravity,2011,unknown,World vision /Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.84555002,-3.340078594",spring,0,120,2000,insufficient,02073098163WP113,good,gravity,2012,unknown,CCPK,CCPK,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.8477722,-3.340062693",spring,0,96,1998,insufficient,02073098163WP112,good,gravity,2011,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.86823903,-3.32741586",spring,0,76,1995,insufficient,02073098163WP97,good,gravity,2010,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.84843928,-3.334164566",spring,0,250,1999,insufficient,02073098163WP110,good,gravity,2009,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.85309348,-3.335080011",spring,0,65,1998,insufficient,02073098163WP109,good,gravity,2005,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.85585592,-3.334376642",spring,0,350,1998,insufficient,02073098163WP108,good,gravity,2007,unknown,World vision /Adra,Community,wua,none,
not functional,Arusha,Meru,Nkoaranga,"36.85877422,-3.336348966",spring,0,95,1998,insufficient,02073098163WP107,good,gravity,2009,unknown,World vision/Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.85843961,-3.333751859",spring,0,87,1998,insufficient,02073098163WP106,good,other,2009,unknown,World vision/ Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.85648154,-3.333519982",spring,0,68,1998,insufficient,02073098163WP105,good,gravity,2001,unknown,World vision /Adra,Community,vwc,none,
not functional,Arusha,Meru,Nkoaranga,"36.85481708,-3.331170155",spring,0,69,1999,insufficient,02073098163WP104,good,gravity,2008,unknown,World vision/ Adra,Community,vwc,tap broken,
not functional,Arusha,Meru,Nkoaranga,"36.866855,-3.330355792",spring,0,95,2002,insufficient,02073098163WP98,good,gravity,2007,unknown,World vision/ Adra,Community,vwc,pipe broken,
